code,best_description,sources_available
C1105,Traction Control Disable Lamp - Circuit Short to Battery,"fieldlogix,gist"
C1106,Traction Control Disable Switch Circuit Short to Battery,"fieldlogix,gist"
C1107,ABS Function Enabled Input Circuit Failure,"fieldlogix,gist"
C1109,Speed Control Actuator Assembly Cable Release Failure,"fieldlogix,gist"
C1110,ABS Power Relay Coil Circuit Failure,"fieldlogix,gist"
C1111,ABS Power Relay Coil Open Circuit,"fieldlogix,gist"
C1112,ABS Power Relay Coil Short Circuit To Ground,"fieldlogix,gist"
C1113,ABS Power Relay Coil Short Circuit To Battery,"fieldlogix,gist"
C1114,ABS Power Relay Output Short Circuit To Ground,"fieldlogix,gist"
C1115,ABS Power Relay Output Short Circuit To Battery,"fieldlogix,gist"
C1116,Starter Motor Circuit Failure,"fieldlogix,gist"
C1117,RPM Input Circuit Failure,"fieldlogix,gist"
C1123,Vehicle Speed Sensor Input Short to Battery,"fieldlogix,gist"
C1124,Input shaft speed signal missing/faulted,"fieldlogix,gist"
C1125,Brake Fluid Level Sensor Input Circuit Failure,"fieldlogix,gist"
C1126,Cruise Control Command Switch Assembly Circuit Failure,"fieldlogix,gist"
C1127,Cruise Control Deactivator Brake Switch Circuit Failure,"fieldlogix,gist"
C1132,Clutch position ckt short to ground,"fieldlogix,gist"
C1133,Clutch position ckt short to battery,"fieldlogix,gist"
C1134,Gear Shift position short to ground,"fieldlogix,gist"
C1135,Gear Shift position short to battery,"fieldlogix,gist"
C1136,Gear Select position short to ground,"fieldlogix,gist"
C1137,ECU is Defective,"fieldlogix,gist"
C1138,Gear Select position short to Battery,"fieldlogix,gist"
C1139,Wheel Speed Sensor Center Tone Ring Missing Tooth Fault,"fieldlogix,gist"
C1140,Hydraulic Base Brake Failure,"fieldlogix,gist"
C1141,Wheel Speed Sensor LF Tone Ring Tooth Missing Fault,"fieldlogix,gist"
C1142,Wheel Speed Sensor RF Tone Ring Tooth Missing Fault,"fieldlogix,gist"
C1143,Wheel Speed Sensor LR Tone Ring Tooth Missing Fault,"fieldlogix,gist"
C1144,Wheel Speed Sensor RR Tone Ring Tooth Missing Fault,"fieldlogix,gist"
C1145,Speed Wheel Sensor RF Input Circuit Failure,"fieldlogix,gist"
C1146,Speed Wheel Sensor RF Circuit Open,"fieldlogix,gist"
C1148,Speed Wheel Sensor RF Coherency Fault,"fieldlogix,gist"
C1149,Hydraulic Fluid Pressure/ Flow Circuit Failure,"fieldlogix,gist"
C1150,Two Speed Rear Axle Input Switch Circuit Short to Vbatt,"fieldlogix,gist"
C1155,Speed Wheel Sensor LF Input Circuit Failure,"fieldlogix,gist"
C1156,Speed Wheel Sensor LF Circuit Open,"fieldlogix,gist"
C1157,Park Brake Actuator Assembly Switch Applied Circuit Failure,"fieldlogix,gist"
C1158,Speed Wheel Sensor LF Coherency Fault,"fieldlogix,gist"
C1159,Hydraulic Fluid Pressure/ Flow Circuit Short to Gnd,"fieldlogix,gist"
C1161,Air Pressure Low Circuit Short to Gnd,"fieldlogix,gist"
C1162,Park Brake Switch # 2 Released Circuit Failure,"fieldlogix,gist"
C1163,Park Brake Switch # 2 Applied Circuit Short to Gnd,"fieldlogix,gist"
C1164,Park Brake Actuator Assembly Switch Circuit Failure,"fieldlogix,gist"
C1165,Speed Wheel Sensor RR Input Circuit Failure,"fieldlogix,gist"
C1166,Speed Wheel Sensor RR Input Open Circuit,"fieldlogix,gist"
C1167,Park Brake Actuator Assembly Switch Released Circuit Short to Gnd,"fieldlogix,gist"
C1168,Speed Wheel Sensor RR Coherency Fault,"fieldlogix,gist"
C1169,ABS Fluid Dumping Exceeds Maximum Timing,"fieldlogix,gist"
C1170,PRNDL Switch Circuit Failure,"fieldlogix,gist"
C1172,Park Brake Switch # 1 Applied Circuit Failure,"fieldlogix,gist"
C1173,Park Brake Switch # 1 Released Circuit Short to Gnd,"fieldlogix,gist"
C1174,Park Brake Switch # 2 Applied Circuit Failure,"fieldlogix,gist"
C1175,Speed Wheel Sensor LR Input Circuit Failure,"fieldlogix,gist"
C1176,Speed Wheel Sensor LR Circuit Open,"fieldlogix,gist"
C1177,Park Brake Actuator Assembly Switch Released Circuit Failure,"fieldlogix,gist"
C1178,Speed Wheel Sensor LR Coherency Fault,"fieldlogix,gist"
C1179,Speed Control Actuator Assembly Cable Slack Failure,"fieldlogix,gist"
C1180,Park Brake Valve Solenoid #1 Sense Input Circuit Failure,"fieldlogix,gist"
C1181,Park Brake Valve Solenoid #1 Sense Input Circuit Short to Gound,"fieldlogix,gist"
C1182,Park Lamp Flash Relay Circuit Failure,"fieldlogix,gist"
C1183,Park Lamp Flash Relay Circuit Short to Battery,"fieldlogix,gist"
C1184,ABS System Is Not Operational,"fieldlogix,gist"
C1185,ABS Power Relay Output Circuit Failure,"fieldlogix,gist"
C1186,ABS Power Relay Output Open Circuit,"fieldlogix,gist"
C1187,Brake Fluid Level Sensor Input Open Circuit,"fieldlogix,gist"
C1188,Brake Fluid Level Sensor Input Short Circuit To Battery,"fieldlogix,gist"
C1189,Brake Fluid Level Sensor Input Short Circuit To Ground,"fieldlogix,gist"
C1190,Speed Wheel Sensor LF Input Short Circuit To Battery,"fieldlogix,gist"
C1191,Speed Wheel Sensor LF Input Short Circuit To Ground,"fieldlogix,gist"
C1192,Speed Wheel Sensor RF Input Short Circuit To Battery,"fieldlogix,gist"
C1193,Speed Wheel Sensor RF Input Short Circuit To Ground,"fieldlogix,gist"
C1194,ABS Outlet Valve Coil LF Circuit Failure,"fieldlogix,gist"
C1195,ABS Outlet Valve Coil LF Circuit Open,"fieldlogix,gist"
C1196,ABS Outlet Valve Coil LF Circuit Short To Battery,"fieldlogix,gist"
C1197,ABS Outlet Valve Coil LF Circuit Short To Ground,"fieldlogix,gist"
C1198,ABS Inlet Valve Coil LF Circuit Failure,"fieldlogix,gist"
C1199,ABS Inlet Valve Coil LF Circuit Open,"fieldlogix,gist"
C1200,ABS Inlet Valve Coil LF Circuit Short To Battery,"fieldlogix,gist"
C1201,ABS Inlet Valve Coil LF Circuit Short To Ground,"fieldlogix,gist"
C1202,ABS Outlet Valve Coil Rear Circuit Failure,"fieldlogix,gist"
C1203,ABS Outlet Valve Coil Rear Circuit Open,"fieldlogix,gist"
C1204,ABS Outlet Valve Coil Rear Circuit Short To Battery,"fieldlogix,gist"
C1205,ABS Outlet Valve Coil Rear Circuit Short To Ground,"fieldlogix,gist"
C1206,ABS Inlet Valve Coil Rear Circuit Failure,"fieldlogix,gist"
C1207,ABS Inlet Valve Coil Rear Circuit Open,"fieldlogix,gist"
C1208,ABS Inlet Valve Coil Rear Circuit Short To Battery,"fieldlogix,gist"
C1209,ABS Inlet Valve Coil Rear Circuit Short To Ground,"fieldlogix,gist"
C1210,ABS Outlet Valve Coil RF Circuit Failure,"fieldlogix,gist"
C1211,ABS Outlet Valve Coil RF Circuit Open,"fieldlogix,gist"
C1212,ABS Outlet Valve Coil RF Circuit Short To Battery,"fieldlogix,gist"
C1213,ABS Outlet Valve Coil RF Circuit Short To Ground,"fieldlogix,gist"
C1214,ABS Inlet Valve Coil RF Circuit Failure,"fieldlogix,gist"
C1215,ABS Inlet Valve Coil RF Circuit Open,"fieldlogix,gist"
C1216,ABS Inlet Valve Coil RF Circuit Short To Battery,"fieldlogix,gist"
C1217,ABS Inlet Valve Coil RF Circuit Short To Ground,"fieldlogix,gist"
C1218,Lamp ABS Warning Output Circuit Failure,"fieldlogix,gist"
C1219,Lamp ABS Warning Output Circuit Open,"fieldlogix,gist"
C1220,Lamp ABS Warning Output Circuit Short To Battery,"fieldlogix,gist"
C1221,Lamp ABS Warning Output Circuit Short To Ground,"fieldlogix,gist"
C1222,Speed Wheel Mismatch,"fieldlogix,gist"
C1223,Lamp Brake Warning Output Circuit Failure,"fieldlogix,gist"
C1224,Lamp Brake Warning Output Circuit Open,"fieldlogix,gist"
C1225,Lamp Brake Warning Output Circuit Short To Battery,"fieldlogix,gist"
C1226,Lamp Brake Warning Output Circuit Short To Ground,"fieldlogix,gist"
C1227,Speed Wheel Sensor LR Input Short Circuit To Battery,"fieldlogix,gist"
C1228,Speed Wheel Sensor LR Input Short Circuit To Ground,"fieldlogix,gist"
C1229,Speed Wheel Sensor Rear Center Coherency Fault,"fieldlogix,gist"
C1230,Speed Wheel Sensor Rear Center Input Circuit Failure,"fieldlogix,gist"
C1231,Speed Wheel Sensor Rear Center Circuit Open,"fieldlogix,gist"
C1232,Speed Wheel Sensor Rear Center Input Short Circuit To Battery,"fieldlogix,gist"
C1233,Speed Wheel LF Input Signal Missing,"fieldlogix,gist"
C1234,Speed Wheel RF Input Signal Missing,"fieldlogix,gist"
C1235,Speed Wheel RR Input Signal Missing,"fieldlogix,gist"
C1236,Speed Wheel LR Input Signal Missing,"fieldlogix,gist"
C1237,Speed Wheel Rear Input Signal Missing,"fieldlogix,gist"
C1238,ABS Hydraulic Pressure Differential Switch Input Circuit Failure,"fieldlogix,gist"
C1239,ABS Hydraulic Pressure Differential Switch Input Open Circuit,"fieldlogix,gist"
C1240,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Battery,"fieldlogix,gist"
C1241,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Ground,"fieldlogix,gist"
C1242,ABS Outlet Valve Coil LR Circuit Failure,"fieldlogix,gist"
C1243,ABS Outlet Valve Coil LR Circuit Open,"fieldlogix,gist"
C1244,ABS Outlet Valve Coil LR Circuit Short To Battery,"fieldlogix,gist"
C1245,ABS Outlet Valve Coil LR Circuit Short To Ground,"fieldlogix,gist"
C1246,ABS Outlet Valve Coil RR Circuit Failure,"fieldlogix,gist"
C1247,ABS Outlet Valve Coil RR Circuit Open,"fieldlogix,gist"
C1248,ABS Outlet Valve Coil RR Circuit Short To Battery,"fieldlogix,gist"
C1249,ABS Outlet Valve Coil RR Circuit Short To Ground,"fieldlogix,gist"
C1250,ABS Inlet Valve Coil LR Circuit Failure,"fieldlogix,gist"
C1251,ABS Inlet Valve Coil LR Circuit Open,"fieldlogix,gist"
C1252,ABS Inlet Valve Coil LR Circuit Short To Battery,"fieldlogix,gist"
C1253,ABS Inlet Valve Coil LR Circuit Short To Ground,"fieldlogix,gist"
C1254,ABS Inlet Valve Coil RR Circuit Failure,"fieldlogix,gist"
C1255,ABS Inlet Valve Coil RR Circuit Open,"fieldlogix,gist"
C1256,ABS Inlet Valve Coil RR Circuit Short To Battery,"fieldlogix,gist"
C1257,ABS Inlet Valve Coil RR Circuit Short To Ground,"fieldlogix,gist"
C1258,Speed Wheel LF Comparison Failure,"fieldlogix,gist"
C1259,Speed Wheel RF Comparison Failure,"fieldlogix,gist"
C1260,Speed Wheel RR Comparison Failure,"fieldlogix,gist"
C1261,Speed Wheel LR Comparison Failure,"fieldlogix,gist"
C1262,Lamp Warning Relay Circuit Failure,"fieldlogix,gist"
C1263,Lamp Warning Relay Circuit Open,"fieldlogix,gist"
C1264,Lamp Warning Relay Circuit Short To Battery,"fieldlogix,gist"
C1265,Lamp Warning Relay Circuit Short To Ground,"fieldlogix,gist"
C1266,ABS Valve Power Relay Circuit Failure,"fieldlogix,gist"
C1267,ABS Functions Temporarily Disabled,"fieldlogix,gist"
C1268,Motor Relay # 1 Circuit Failure,"fieldlogix,gist"
C1269,Motor Relay # 1 Circuit Short to Battery,"fieldlogix,gist"
C1270,Motor # 1 Input Circuit Failure,"fieldlogix,gist"
C1271,Motor # 1 Input Circuit Short to Gnd,"fieldlogix,gist"
C1272,Motor # 2 Input Circuit Failure,"fieldlogix,gist"
C1273,Motor # 2 Input Circuit Short to Vbat,"fieldlogix,gist"
C1274,Solenoid Relay # 1 Circuit Failure,"fieldlogix,gist"
C1275,Solenoid Relay # 1 Circuit Short to Vbatt,"fieldlogix,gist"
C1276,Park Brake Actuator Assembly Switch Applied Circuit Short to Gnd,"fieldlogix,gist"
C1277,STEERING Wheel Angle 1and 2 Circuit Failure,"fieldlogix,gist"
C1278,STEERING Wheel Angle 1and 2 Signal Faulted,"fieldlogix,gist"
C1279,Yaw Rate Sensor circuit Failure,"fieldlogix,gist"
C1280,Yaw Rate Sensor Signal Fault,"fieldlogix,gist"
C1281,Lateral Accelerometer circuit Failure,"fieldlogix,gist"
C1282,Lateral Accelerometer Signal Fault,"fieldlogix,gist"
C1283,Switch Test Signal Failure,"fieldlogix,gist"
C1284,Oil Pressure Switch Failure,"fieldlogix,gist"
C1285,Booster Solenoid circuit Failure,"fieldlogix,gist"
C1286,Booster Mechanical Failure,"fieldlogix,gist"
C1287,Booster Pedal Force switch circuit Failure,"fieldlogix,gist"
C1288,Pressure Transducer Main / Primary Input Circuit Failure,"fieldlogix,gist"
C1289,Pressure Transducer Redundant / Secondary Input Circuit Failure,"fieldlogix,gist"
C1400,Traction Control Valve RF Circuit Failure,"fieldlogix,gist"
C1401,Traction Control Valve RF Circuit Open,"fieldlogix,gist"
C1402,Traction Control Valve RF Circuit Short To Ground,"fieldlogix,gist"
C1403,Traction Control Valve RF Circuit Short To Battery,"fieldlogix,gist"
C1404,Traction Control Valve Rear Circuit Failure,"fieldlogix,gist"
C1405,Traction Control Valve Rear Circuit Open,"fieldlogix,gist"
C1406,Traction Control Valve Rear Circuit Short To Ground,"fieldlogix,gist"
C1407,Traction Control Valve Rear Circuit Short To Battery,"fieldlogix,gist"
C1410,Traction Control Valve LF Circuit Failure,"fieldlogix,gist"
C1411,Traction Control Valve LF Circuit Open,"fieldlogix,gist"
C1412,Traction Control Valve LF Circuit Short To Ground,"fieldlogix,gist"
C1413,Traction Control Valve LF Circuit Short To Battery,"fieldlogix,gist"
C1414,Incorrect Module Design Level,"fieldlogix,gist"
C1415,Incorrect Module Configuration,"fieldlogix,gist"
C1416,Damper RF Circuit Short To Battery,"fieldlogix,gist"
C1417,Damper RF Circuit Short to Ground,"fieldlogix,gist"
C1418,Damper RF Circuit Failure,"fieldlogix,gist"
C1419,Damper RF Circuit Open,"fieldlogix,gist"
C1420,Hydraulic Fluid Pressure/ Flow Circuit Short to Vbatt,"fieldlogix,gist"
C1421,Damper LF Circuit Short To Battery,"fieldlogix,gist"
C1422,Damper LF Circuit Short to Ground,"fieldlogix,gist"
C1423,Damper LF Circuit Failure,"fieldlogix,gist"
C1424,Damper LF Circuit Open,"fieldlogix,gist"
C1425,Damper RR Circuit Short to Ground,"fieldlogix,gist"
C1426,Damper RR Circuit Short To Battery,"fieldlogix,gist"
C1427,Damper RR Circuit Open,"fieldlogix,gist"
C1428,Damper RR Circuit Failure,"fieldlogix,gist"
C1429,Input-shaft-speed input circuit failure,"fieldlogix,gist"
C1430,Damper LR Circuit Open,"fieldlogix,gist"
C1431,Damper LR Circuit Short To Battery,"fieldlogix,gist"
C1432,Damper LR Circuit Short to Ground,"fieldlogix,gist"
C1433,Damper LR Circuit Failure,"fieldlogix,gist"
C1435,Accelerometer Rear Circuit Failure,"fieldlogix,gist"
C1436,Accelerometer Rear Circuit Signal Is Not Sensed,"fieldlogix,gist"
C1437,Accelerometer Rear Circuit Short To Ground,"fieldlogix,gist"
C1438,Accelerometer Rear Circuit Short To Battery,"fieldlogix,gist"
C1439,Vehicle Acceleration EEC-IV Circuit Failure,"fieldlogix,gist"
C1440,Pressure Transducer Main / Primary signal Faulted,"fieldlogix,gist"
C1441,Steering Phase A Circuit Signal Is Not Sensed,"fieldlogix,gist"
C1442,Steering Phase B Circuit Signal Is Not Sensed,"fieldlogix,gist"
C1443,Steering Phase A Circuit Short To Ground,"fieldlogix,gist"
C1444,Steering Phase B Circuit Short To Ground,"fieldlogix,gist"
C1445,Speed Vehicle Signal Circuit Failure,"fieldlogix,gist"
C1446,Brake Switch Circuit Failure,"fieldlogix,gist"
C1447,Traction Control Module Request Circuit Failure,"fieldlogix,gist"
C1448,Lamp Adaptive Damping Warning Circuit Failure,"fieldlogix,gist"
C1449,Traction Control Motor Coherency Fault,"fieldlogix,gist"
C1450,Traction Control Motor Circuit Failure,"fieldlogix,gist"
C1451,Traction Control Motor Circuit Open,"fieldlogix,gist"
C1452,Traction Control Motor Circuit Short to Battery,"fieldlogix,gist"
C1453,Traction Control Motor Circuit Short to Ground,"fieldlogix,gist"
C1454,Front Lateral Accelerometer Circuit Failure,"fieldlogix,gist"
C1455,Accelerometer Front Circuit Failure,"fieldlogix,gist"
C1456,Accelerometer Front Circuit Is Not Sensed,"fieldlogix,gist"
C1457,Accelerometer Front Circuit Short To Ground,"fieldlogix,gist"
C1458,Accelerometer Front Circuit Short To Battery,"fieldlogix,gist"
C1459,Adaptive Mode Switch Circuit Failure,"fieldlogix,gist"
C1460,Vehicle Accelerometer Power Circuit Failure,"fieldlogix,gist"
C1461,Vehicle Accelerometer Power Circuit Short to Battery,"fieldlogix,gist"
C1462,Left Front Vertical Accelerometer Circuit Failure,"fieldlogix,gist"
C1463,Right Front Vertical Accelerometer Circuit Failure,"fieldlogix,gist"
C1464,Pressure Transducer Redundant / Secondary Signal Faulted,"fieldlogix,gist"
C1465,Damper High Side Front Circuit Short To Battery,"fieldlogix,gist"
C1466,Damper Circuit Failure,"fieldlogix,gist"
C1467,Damper High Side Rear Circuit Short To Battery,"fieldlogix,gist"
C1468,Damper Low Side Front Circuit Failure,"fieldlogix,gist"
C1469,Damper Low Side Rear Circuit Failure,"fieldlogix,gist"
C1495,Traction Control Motor Potentiometer Circuit Failure,"fieldlogix,gist"
C1496,Traction Control Motor Potentiometer Circuit Open,"fieldlogix,gist"
C1497,Traction Control Motor Potentiometer Circuit Short to Battery,"fieldlogix,gist"
C1498,Traction Control Motor Potentiometer Circuit Short to Ground,"fieldlogix,gist"
C1499,Transfer Case Contact Plate 'A' Encoder Circuit Failure,"fieldlogix,gist"
C1500,Transfer Case Contact Plate 'B' Encoder Circuit Failure,"fieldlogix,gist"
C1501,Transfer Case Contact Plate 'C' Encoder Circuit Failure,"fieldlogix,gist"
C1502,Transfer Case Contact Plate 'D' Encoder Circuit Failure,"fieldlogix,gist"
C1503,Dynamic Stability Control Left Front Valve Malfunction,"fieldlogix,gist"
C1504,Dynamic Stability Control Right Front Valve Malfunction,"fieldlogix,gist"
C1505,Dynamic Stability Control Left Rear Valve Malfunction,"fieldlogix,gist"
C1506,Dynamic Stability Control Right Rear Valve Malfunction,"fieldlogix,gist"
C1507,Traction Control of Brake Exceeds Time-Out,"fieldlogix,gist"
C1508,Traction Control of Engine Exceeds Time-Out,"fieldlogix,gist"
C1510,Right Front Wheel Pressure Reduction Performance Problem,"fieldlogix,gist"
C1511,Left Front Wheel Pressure Reduction Performance Problem,"fieldlogix,gist"
C1512,Right Rear Wheel Pressure Reduction Performance Problem,"fieldlogix,gist"
C1513,Left rear Wheel Pressure Reduction Performance Problem,"fieldlogix,gist"
C1699,Left Rear Sensor Circuit Short to Vbat,"fieldlogix,gist"
C1700,Left Rear Sensor Circuit Failure,"fieldlogix,gist"
C1701,Left Rear Sensor Circuit Fault,"fieldlogix,gist"
C1702,RightRear Sensor Circuit Short to Vbat,"fieldlogix,gist"
C1703,Right Rear Sensor Circuit Failure,"fieldlogix,gist"
C1704,Right Rear Sensor Circuit Fault,"fieldlogix,gist"
C1705,Left Rear Center Sensor Circuit Short to Vbat,"fieldlogix,gist"
C1706,Left Rear Center Sensor Circuit Failure,"fieldlogix,gist"
C1707,Left Rear Center Sensor Circuit Fault,"fieldlogix,gist"
C1708,Right Rear Center Sensor Circuit Short to Vbat,"fieldlogix,gist"
C1709,Right Rear Center Sensor Circuit Failure,"fieldlogix,gist"
C1710,Right Rear Center Sensor Circuit Fault,"fieldlogix,gist"
C1711,Left Front Sensor Circuit Short to Vbat,"fieldlogix,gist"
C1712,Left Front Sensor Circuit Failure,"fieldlogix,gist"
C1713,Left Front Sensor Circuit Fault,"fieldlogix,gist"
C1714,Right Front Sensor Circuit Short to Vbat,"fieldlogix,gist"
C1715,Right Front Sensor Circuit Failure,"fieldlogix,gist"
C1716,Right Front Sensor Circuit Fault,"fieldlogix,gist"
C1717,Left Front Center Sensor Circuit Short to Vbat,"fieldlogix,gist"
C1718,Left Front Center Sensor Circuit Failure,"fieldlogix,gist"
C1719,Left Front Center Sensor Circuit Fault,"fieldlogix,gist"
C1721,Air Suspension Height Sensor Power Circuit Open,"fieldlogix,gist"
C1722,Air Suspension Height Sensor Power Circuit Short To Battery,"fieldlogix,gist"
C1723,Air Suspension Height Sensor Power Circuit Short To Ground,"fieldlogix,gist"
C1724,Air Suspension Height Sensor Power Circuit Failure,"fieldlogix,gist"
C1725,Air Suspension Front Pneumatic Failure,"fieldlogix,gist"
C1726,Air Suspension Rear Pneumatic Failure,"fieldlogix,gist"
C1727,Air Suspension Reservoir Pneumatic Failure,"fieldlogix,gist"
C1728,Transfer Case unable to transition between 2H and 4H,"fieldlogix,gist"
C1729,Transfer Case unable to transition between 4H and 4L,"fieldlogix,gist"
C1730,Reference Voltage Out of Range (+5 v),"fieldlogix,gist"
C1731,Air Suspension LF Corner Up Timeout,"fieldlogix,gist"
C1732,Air Suspension LF Corner Down Timeout,"fieldlogix,gist"
C1733,Air Suspension RF Corner Up Timeout,"fieldlogix,gist"
C1734,Air Suspension RF Corner Down Timeout,"fieldlogix,gist"
